GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US07851,ZCTA5 07851,29,12,0,57.1,0,57.1,10.3,16.7,0,57.1,0,57.1,10.3,13,0,57.1,37.9,27.2,27.6,26.4,13.8,18.8,132917,31634,132186,30437,34.5,(X),(X),(X),(X),(X),20,11,0,68.8,0,68.8,0,68.8,0,68.8,0,68.8,15,18.7,0,68.8,25,33.7,40,35.5,20,28.3,163750,50657,153250,26891,(X),(X),20,(X),(X),(X),20,11,0,68.8,0,68.8,0,68.8,0,68.8,0,68.8,15,18.7,0,68.8,25,33.7,40,35.5,20,28.3,163750,50657,N,N,(X),(X),(X),(X),(X),(X),9,8,0,100,0,100,33.3,43.1,0,100,0,100,0,100,0,100,66.7,43.1,0,100,0,100,106250,89944,85378,45693,(X),(X),(X),(X),66.7,(X)
8600000US07852,ZCTA5 07852,1495,167,4.9,4.3,1.3,1.6,6.2,4.3,7.2,5.5,5.5,3.5,15.3,7.2,13.2,6.5,12.4,6.4,13.7,6.7,20.2,7,85938,24289,117859,14481,34.2,(X),(X),(X),(X),(X),941,160,3.5,3.7,0,3.6,0,3.6,1.2,1.8,6.1,5,8.7,8.7,19,9.3,16.4,10.7,17.9,9.7,27.3,10.9,138819,37967,144104,17739,(X),(X),42.4,(X),(X),(X),764,148,3.8,4.4,0,4.5,0,4.5,1.4,2.3,2.9,4,2.7,3.4,21.1,11,17.5,11.9,16.9,9.8,33.6,13.6,158125,49404,N,N,(X),(X),(X),(X),(X),(X),554,130,8.1,10,3.6,4.1,16.8,10.7,16.8,12.9,7.8,6.4,23.1,13.7,6.7,6.1,4.9,5,6.7,6.6,5.6,6.5,47976,29252,68357,24121,(X),(X),(X),(X),19.7,(X)
8600000US07853,ZCTA5 07853,4181,175,2,1.3,1.3,0.9,1.8,1,3.2,1.8,1.7,1.1,8.6,2.4,8.9,2.6,15.9,3,18.9,3.4,37.7,4.3,166806,11809,192388,17281,29.6,(X),(X),(X),(X),(X),3787,171,1.1,1,1.2,0.9,0.9,0.7,2.9,1.8,1.4,1,8.8,2.4,9.2,2.8,14.5,2.9,20,3.6,40,4.6,178924,12186,201848,18266,(X),(X),29,(X),(X),(X),3427,183,0.5,0.6,0.6,0.6,0.6,0.6,2.5,2.1,1.3,1,7.2,2.4,7.3,2.4,15.6,3.1,21,3.8,43.6,5,187656,9352,N,N,(X),(X),(X),(X),(X),(X),394,117,9.9,9,2.8,4.3,10.7,7,6.6,6,5.3,6.3,11.4,8.7,6.3,5.8,26.4,15.7,7.6,9.3,12.9,8.6,93438,45941,96640,22788,(X),(X),(X),(X),34.5,(X)
8600000US07856,ZCTA5 07856,1748,203,1.8,1.8,0,2,5.9,3.9,6.8,5.2,13.6,5.7,15.7,5.7,10,4.1,26,8.3,5.1,3.3,15.1,6,90500,22391,131882,23635,28.4,(X),(X),(X),(X),(X),1022,165,0,3.4,0,3.4,6.3,6.2,8.5,7.9,12.5,7.7,13.9,6.4,5.4,4.3,20.3,11.4,7.3,5.2,25.8,9.1,104250,22631,168772,37246,(X),(X),30.4,(X),(X),(X),903,161,0,3.8,0,3.8,3.4,5.5,9.6,9,12.8,8.3,11.5,6.1,6.1,4.8,20.4,12,6.9,5.3,29.2,10,110063,18545,N,N,(X),(X),(X),(X),(X),(X),726,155,4.4,4.2,0,4.7,5.4,4.1,4.3,4.2,15.2,9.4,18.3,10.3,16.5,8.2,34,13.5,1.9,3,0,4.7,76098,26738,79953,10891,(X),(X),(X),(X),25.6,(X)
8600000US07857,ZCTA5 07857,1430,122,5.6,4.3,3.4,2.1,7.1,3.9,9,5.8,9.7,4.4,20.1,6.8,14,5.7,12.2,4.3,14.1,5,4.9,2.6,69000,9816,84761,8271,38.5,(X),(X),(X),(X),(X),742,73,7.7,8.4,2.8,3.2,4.7,4.4,2.8,3,10.5,4.8,11.7,6.7,14,6.9,15.8,6.8,23.6,8.7,6.3,4.2,85921,24859,103203,15500,(X),(X),36.3,(X),(X),(X),523,83,0,6.5,4,4.5,4,4.4,0,6.5,14.9,6.9,12.4,8.4,11.1,7.7,18.2,8.8,26.4,10.8,9,6,112321,29606,N,N,(X),(X),(X),(X),(X),(X),688,156,11.6,8.5,3.9,3.6,9.6,6.8,15.7,11.8,10.5,7.4,21.8,9.6,14,8.4,6.8,5.2,3.8,4.4,2.3,2.6,46696,14789,56740,10790,(X),(X),(X),(X),29.1,(X)
8600000US07860,ZCTA5 07860,9568,333,2.1,0.9,2.7,0.9,6.7,1.5,7.8,1.5,7.4,1.5,16.1,2.3,13.4,1.9,20,2.2,12.2,1.6,11.6,1.7,87820,4939,111818,5213,30.6,(X),(X),(X),(X),(X),6484,310,1.2,0.7,1.5,1,4,2,5.1,1.4,5.4,1.3,14,2.2,12.8,2.2,26,2.7,14.5,2,15.5,2.4,113986,6923,131379,6835,(X),(X),30.3,(X),(X),(X),5141,337,0.2,0.2,0.6,0.5,2.1,1.7,4.5,1.7,4.4,1.3,11.3,2.3,12.1,2.5,29,3.2,17.8,2.4,18.1,2.8,126458,5544,N,N,(X),(X),(X),(X),(X),(X),3084,349,4.2,2.7,5.5,2.2,12.4,3.1,14.3,3.8,13.2,3.8,21.4,4.9,12.7,3.1,8.3,2.7,5.7,2.7,2.2,1.2,50278,6117,64264,5899,(X),(X),(X),(X),30.2,(X)
8600000US07863,ZCTA5 07863,1465,154,3.9,2.5,2.8,2.6,4,2.5,8.1,3.9,12.2,6,15.3,5.6,11.6,5.5,25.4,7.9,7.8,3.3,8.9,4.4,85083,17387,101341,12797,26,(X),(X),(X),(X),(X),1027,151,1.9,2.2,3.5,3.5,3.6,3.1,1.5,1.2,10.8,7.9,9.4,5.2,15,7.4,34.8,10.7,8.9,3.8,10.6,5.7,106738,16932,112497,13668,(X),(X),22.8,(X),(X),(X),769,107,2,2.8,1.6,2.5,3.6,4.2,2,1.6,3.4,2.7,9.1,5.6,17.6,8.4,35.4,8.9,11.3,4.6,14.2,7.4,111836,16923,N,N,(X),(X),(X),(X),(X),(X),438,98,8.4,6.1,2.3,2.6,5,3.9,23.7,11.1,16.9,9.3,27.6,11.9,4.6,3.9,1.4,2,5.3,7.1,4.8,6,42976,11436,72217,28103,(X),(X),(X),(X),28.5,(X)
8600000US07865,ZCTA5 07865,665,156,3.6,5.6,0,5.1,4.2,5.2,3.2,3.7,3.3,3.3,9,8.6,13.5,9.5,36.5,13.9,19.1,13.5,7.5,6.6,123250,19517,117772,15944,36.4,(X),(X),(X),(X),(X),560,146,4.3,6.6,0,6.1,2,4.1,5.2,6.2,3.9,3.9,8.4,10.1,10.4,9.3,34.3,15.5,22.7,16.2,8.9,7.7,123857,18556,120633,18940,(X),(X),37.7,(X),(X),(X),473,145,5.1,7.8,0,7.1,0,7.1,2.3,3.8,2.7,4.5,9.9,12.1,12.3,10.9,31.7,15.9,25.4,18.9,10.6,9.1,124821,23275,N,N,(X),(X),(X),(X),(X),(X),105,67,0,27.7,0,27.7,16.2,24.5,9.5,16.3,0,27.7,12.4,17.9,13.3,23,48.6,34.5,0,27.7,0,27.7,97232,63409,90712,32015,(X),(X),(X),(X),29.5,(X)
8600000US07866,ZCTA5 07866,8623,335,1.4,0.7,1.2,0.8,4.3,1.8,4.5,1.8,8.3,1.8,12.8,2.5,12.1,2.2,22.4,3.3,13.6,2.1,19.3,3,110028,6819,134039,7356,38.1,(X),(X),(X),(X),(X),6274,281,1.1,0.7,0.2,0.3,3.4,1.8,2.1,1.4,5.8,2,9.4,2.2,13.7,2.8,23.7,3.5,16.4,2.6,24.3,3.8,130718,8632,153967,9224,(X),(X),37.4,(X),(X),(X),5262,283,0.8,0.6,0.3,0.4,1.6,1.2,1.2,0.7,4.2,1.6,7.9,2.1,14.2,3.3,24.9,4,18.4,2.9,26.5,3.9,139883,12690,N,N,(X),(X),(X),(X),(X),(X),2349,331,3.1,2.4,3.3,2.7,8.8,5.6,12.9,6.4,16.3,5.1,19.4,6.7,8.9,3.6,16.9,5.9,4.9,3,5.4,2.6,56151,7242,75599,8325,(X),(X),(X),(X),37.3,(X)
8600000US07869,ZCTA5 07869,9169,283,3.4,1.4,0.7,0.7,3.7,1.5,3.1,1.1,4.3,1.5,11.4,2,9.5,2.3,17.5,2.5,13.1,2,33.3,3.2,140841,10222,175464,9703,30,(X),(X),(X),(X),(X),7104,239,1.4,0.8,0.7,0.9,1.3,0.9,2.4,1.3,3.2,1.1,8.4,1.8,7.5,2.2,18.1,2.8,15.8,2.4,41.3,4,173365,14484,202189,11223,(X),(X),31.6,(X),(X),(X),6225,264,0.1,0.3,0.7,1,0.8,0.8,2.5,1.4,1.3,0.8,6.2,1.8,7.9,2.4,18.5,3,16.4,2.7,45.4,4.4,183767,9850,N,N,(X),(X),(X),(X),(X),(X),2065,238,10.6,5.3,0.4,0.6,11.6,5.7,5.3,2.6,11.7,5.4,22.1,6.2,14.7,5.4,14.9,6.1,4.2,2.9,4.5,2.2,63508,10120,78991,12223,(X),(X),(X),(X),23.7,(X)
8600000US07870,ZCTA5 07870,16,13,0,76.9,56.3,56.3,0,76.9,43.8,56.2,0,76.9,0,76.9,0,76.9,0,76.9,0,76.9,0,76.9,-,**,N,N,0,(X),(X),(X),(X),(X),7,10,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),0,(X),(X),(X),7,10,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),(X),(X),9,15,0,100,100,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),0,(X)
8600000US07871,ZCTA5 07871,7188,214,1.7,0.8,0.7,0.6,2.3,1,2.9,1,6.3,1.7,10,2.2,11.1,2,20.5,2.7,17.4,2.8,27,2.7,137717,5963,169675,11603,32.8,(X),(X),(X),(X),(X),5539,195,0.8,0.7,0.2,0.3,0.5,0.4,2.4,1.3,4,1.8,9.3,2.3,10.6,2.6,20.7,2.8,19.4,3.3,32.1,3.2,153375,6798,188624,13729,(X),(X),33.5,(X),(X),(X),4840,230,0.2,0.3,0.2,0.4,0.6,0.5,1.5,1.1,3.2,1.5,8,2.4,9.4,2.7,21,3.1,20,3.4,36,3.7,163465,6115,N,N,(X),(X),(X),(X),(X),(X),1649,208,5.2,2.9,2.4,2.3,8.6,4.3,4.6,3,15.5,5,14.9,5.7,13.3,5.3,16.2,7.4,10.4,6.3,8.9,4.4,73679,8265,101969,20600,(X),(X),(X),(X),30.3,(X)
8600000US07874,ZCTA5 07874,3055,141,3.1,2.4,0.2,0.4,1.6,1.1,3.4,1.7,9.2,2.9,17.3,3.8,17.9,4.4,29,4.7,9.2,2.6,9.2,3,97080,4099,107708,6793,39.9,(X),(X),(X),(X),(X),2400,148,3.2,2.9,0.3,0.5,1.9,1.7,1.8,1.7,6.6,2.9,14.3,3.9,18,5.3,33,5.3,11.3,3.2,9.7,3.2,109022,9041,114976,7711,(X),(X),41.6,(X),(X),(X),1837,159,3.5,3.3,0.4,0.6,1,1,2.3,2.2,4.8,2.3,11.2,4.3,18.6,6.1,34.7,6.6,12.5,3.8,11.1,3.9,112292,7156,N,N,(X),(X),(X),(X),(X),(X),655,120,2.9,2.7,0,5.2,4.6,4.6,9.2,5.9,18.8,8.2,25,9,17.6,8,17.4,7.3,2.4,2.7,2.1,2.3,59321,15777,70711,7251,(X),(X),(X),(X),33.7,(X)
8600000US07876,ZCTA5 07876,3548,229,0.2,0.3,0.4,0.5,3.6,2.2,2.5,1.7,6.7,2.6,9.2,2.6,14.8,4.1,22.9,4.3,17.4,3.9,22.3,3.5,131165,5013,151694,9317,28.8,(X),(X),(X),(X),(X),2970,235,0.2,0.4,0,1.2,1,1.4,0.7,0.8,4.8,2.6,9.1,2.9,15.6,4.8,24.3,4.7,20.3,4.8,23.9,4.1,141029,13183,163146,11832,(X),(X),26.8,(X),(X),(X),2540,226,0.3,0.4,0,1.4,0.3,0.5,0.6,0.9,1.3,1,9.8,3.2,15.5,5.3,25,4.9,20.7,5,26.5,4.6,146300,11891,N,N,(X),(X),(X),(X),(X),(X),578,121,0,5.9,2.4,2.7,16.8,11.6,13.1,8.7,18,8.7,10.2,5.8,10.6,6,17.8,8.5,5.7,5.3,5.4,5.1,49444,18642,76077,14841,(X),(X),(X),(X),37.2,(X)
8600000US07878,ZCTA5 07878,240,86,2.9,5,0,13.5,2.5,4.6,0,13.5,0,13.5,31.7,20.9,12.1,14.5,11.3,16.8,25.4,19.9,14.2,14.2,100185,57176,121276,29077,70.4,(X),(X),(X),(X),(X),159,74,0,19.6,0,19.6,0,19.6,0,19.6,0,19.6,34,27.4,18.2,21.6,0,19.6,26.4,25.6,21.4,21.8,-,**,132807,38849,(X),(X),63.5,(X),(X),(X),62,48,0,39.1,0,39.1,0,39.1,0,39.1,0,39.1,45.2,45.5,0,39.1,0,39.1,0,39.1,54.8,45.5,-,**,N,N,(X),(X),(X),(X),(X),(X),81,58,8.6,14.9,0,33.5,7.4,16.5,0,33.5,0,33.5,27.2,38.7,0,33.5,33.3,44.3,23.5,35.1,0,33.5,100509,68916,98642,45484,(X),(X),(X),(X),84,(X)
8600000US07880,ZCTA5 07880,60,46,0,39.7,0,39.7,0,39.7,0,39.7,0,39.7,0,39.7,0,39.7,100,39.7,0,39.7,0,39.7,123558,17719,120357,10734,0,(X),(X),(X),(X),(X),45,47,0,45.9,0,45.9,0,45.9,0,45.9,0,45.9,0,45.9,0,45.9,100,45.9,0,45.9,0,45.9,-,**,N,N,(X),(X),0,(X),(X),(X),45,47,0,45.9,0,45.9,0,45.9,0,45.9,0,45.9,0,45.9,0,45.9,100,45.9,0,45.9,0,45.9,-,**,N,N,(X),(X),(X),(X),(X),(X),15,27,0,79.5,0,79.5,0,79.5,0,79.5,0,79.5,0,79.5,0,79.5,100,79.5,0,79.5,0,79.5,-,**,N,N,(X),(X),(X),(X),0,(X)
8600000US07881,ZCTA5 07881,4,5,0,100,0,100,0,100,0,100,50,50,50,50,0,100,0,100,0,100,0,100,-,**,N,N,50,(X),(X),(X),(X),(X),2,3,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),0,(X),(X),(X),2,3,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),(X),(X),2,3,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),100,(X)
8600000US07882,ZCTA5 07882,5676,254,2.4,1.4,1.3,1,9,3,5.1,2.2,8.2,2.7,19.2,4.3,14.1,3.2,20,3.6,10.6,2.5,10.1,2.8,84135,12726,101371,6159,32.9,(X),(X),(X),(X),(X),3873,243,1.3,1.3,0.7,0.7,4.4,2.4,2.9,2.2,7.4,3,16.4,5.3,15.8,3.7,24.3,4.7,12.4,3.2,14.3,4.1,104075,10607,118559,8183,(X),(X),33.3,(X),(X),(X),3095,274,0,1.1,0.4,0.6,2.4,2.2,2.8,2.6,6.4,3.1,12.3,4.2,15.3,4.2,27.9,5.1,14.9,4.1,17.7,5.1,117560,6808,N,N,(X),(X),(X),(X),(X),(X),1803,245,5.8,3.7,2.5,2.5,17.9,7.2,9.9,4.5,10.9,5.3,25.1,7.9,10.4,5.5,12.3,6.3,4.3,4.3,1,1.6,51349,9454,61957,10659,(X),(X),(X),(X),31.6,(X)
8600000US07885,ZCTA5 07885,3837,338,3.2,1.9,2,1.9,4.5,2.9,9.3,4.3,7.8,3.5,20.4,5.8,17,4.7,15.2,4.3,12.1,3.9,8.6,2.7,80685,9688,100748,9101,30.8,(X),(X),(X),(X),(X),2431,224,0.8,1.2,0.7,1.1,6.6,5.1,5.6,4.3,8.4,5.1,19.6,7.2,17.9,5.8,18.7,5.7,11.7,4.4,10,3.4,87873,7264,108471,11519,(X),(X),32.6,(X),(X),(X),1713,230,1.1,1.7,1.1,1.6,0,2,5.3,4.4,5.8,5.5,19.7,8.8,16.7,6.1,23.9,7.6,12.9,5.5,13.5,4.7,102292,18923,N,N,(X),(X),(X),(X),(X),(X),1406,288,7.3,5.6,4.1,4.8,8,6.1,8.7,8,9.8,5.8,24.8,9.6,16.2,7,6.5,6.2,11.6,7,3.1,2.8,62609,8962,73208,11413,(X),(X),(X),(X),27.7,(X)
8600000US07901,ZCTA5 07901,8376,315,1.9,0.9,0.9,0.6,4.9,1.5,2.2,0.9,4.6,1.4,8.6,2.3,12.1,2.4,13,2.5,11.2,2.2,40.7,2.9,154688,7944,251672,16566,32,(X),(X),(X),(X),(X),6223,258,1.1,0.7,0,0.6,2.5,1.7,1.5,1,2.9,1.2,6.8,2.3,10,2.9,12.5,2.7,11.7,2.5,50.9,3.9,202202,18423,303277,22540,(X),(X),32,(X),(X),(X),5301,250,1,0.6,0,0.7,1,0.9,0.4,0.4,2.6,1.2,5.7,2.1,8.6,2.6,12.2,2.7,11.7,2.6,56.8,4.2,225927,22692,N,N,(X),(X),(X),(X),(X),(X),2153,281,5,3,3.5,2.4,11,3.9,4.4,2.6,9.2,3.8,13.8,6,18,5.5,14.9,5,9.9,5.2,10.4,5.3,79583,13164,100142,15354,(X),(X),(X),(X),31,(X)
8600000US07920,ZCTA5 07920,9802,297,2.6,1.1,1.5,1.1,3.3,1.1,2.8,1,3.8,1.3,7.9,1.6,7.8,1.9,19.3,2.7,10.9,2.3,40.1,2.9,151365,5193,209344,11832,27.8,(X),(X),(X),(X),(X),7117,228,2.1,1.2,0,0.5,1.5,1.1,2.1,1.1,1.3,0.8,5.5,2,6.5,2.4,18.2,3.1,12.8,2.8,50.1,3.9,200230,15509,245299,14238,(X),(X),30.6,(X),(X),(X),6437,243,1.5,1.1,0,0.5,1.3,1.2,1.6,1,1.3,0.9,4.9,1.9,6.1,2.3,16.5,3,12.8,2.9,54.1,4.1,215969,19304,N,N,(X),(X),(X),(X),(X),(X),2685,328,3.8,2.8,5.5,3.9,8.1,2.8,4.9,2.3,10.4,4,14.3,4.7,11.5,3.5,22.5,5.5,5.5,3.6,13.4,4.5,82241,15534,113003,18242,(X),(X),(X),(X),20.3,(X)
8600000US07921,ZCTA5 07921,3794,210,5.1,2.6,1.9,1.3,2.9,1.8,2.6,1.8,4.1,2,14.3,4.5,12,3.2,20.5,4.8,14.3,4.8,22.3,4.5,116250,14936,153063,13393,27.3,(X),(X),(X),(X),(X),1672,173,0.4,0.6,1.9,1.8,1.2,1.8,0.3,0.4,0.2,0.4,13.4,6.3,11.3,5.6,17.8,6.5,18.1,6.3,35.3,7.4,154872,21309,203419,23197,(X),(X),30,(X),(X),(X),1464,157,0.5,0.7,1,1,1.4,2.1,0.3,0.5,0.3,0.5,10.4,6.2,12.5,6.3,14.7,6.1,19.1,7.1,40,8.2,167823,19477,N,N,(X),(X),(X),(X),(X),(X),2122,289,8.8,4.6,2,1.9,4.3,2.7,4.4,3.1,7.1,3.4,14.9,6,12.5,4.3,22.6,6.5,11.4,6.1,12.1,5.1,92000,19826,113077,15906,(X),(X),(X),(X),24.4,(X)
8600000US07922,ZCTA5 07922,4144,157,0.8,1,0.8,1,2,1.4,2.2,1.4,7.9,3.1,8.2,2.4,8.5,3.1,12.6,3,9.9,2.4,47.1,4.9,181392,23833,223311,16515,34,(X),(X),(X),(X),(X),3426,164,0.3,0.5,0.3,0.5,0.5,0.8,0.3,0.5,5.4,2.8,6.4,2.5,9.1,3.5,13.3,3.4,9.8,2.9,54.6,5.5,220347,20556,248453,20212,(X),(X),33.9,(X),(X),(X),2989,164,0,1.2,0.4,0.6,0,1.2,0.3,0.5,3.4,1.9,5.6,2.6,8.5,3.7,13.4,3.8,9.8,3.1,58.5,5.7,227566,11846,N,N,(X),(X),(X),(X),(X),(X),718,169,3.1,4.9,3.1,4.8,8.9,6.9,11.3,7.3,20.1,10.6,16.9,10,5.8,5.7,9.2,6.5,10.2,6.6,11.6,6.3,54907,14365,101263,26412,(X),(X),(X),(X),33,(X)
8600000US07924,ZCTA5 07924,2581,166,1.4,1.4,1.6,1.5,3.5,2.6,2.4,1.5,3.1,2.5,10.8,5.3,5.4,2.6,16.4,5.3,12.4,4.7,43,6.3,165677,20018,247737,29083,28.8,(X),(X),(X),(X),(X),2112,137,0.6,1,0.7,1,1.6,1.7,0,1.6,7,4.9,5.3,3.6,2.6,2.2,17.5,6.2,15.2,5.6,49.7,7.6,199028,27343,282970,37209,(X),(X),31.3,(X),(X),(X),1899,173,0,1.8,0.7,1.1,1.7,1.9,0,1.8,5.3,4.6,4.1,3.5,2.8,2.5,18.5,6.3,13.2,5.8,53.6,7.5,207275,42901,N,N,(X),(X),(X),(X),(X),(X),469,161,5.3,6.2,5.8,7.2,12.4,11.3,13,8,10.7,10,14.9,12.4,14.1,7.9,11.1,8.4,0,7.2,12.8,9.5,60096,34397,78598,20589,(X),(X),(X),(X),10.7,(X)
8600000US07926,ZCTA5 07926,9,14,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,-,**,N,N,100,(X),(X),(X),(X),(X),0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),9,14,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),100,(X)
8600000US07927,ZCTA5 07927,1590,110,1.9,2.1,0.7,1.1,7.4,5,0,2.2,4.5,3.4,10.8,5.4,11.7,5.5,26.4,8.1,17.5,6.4,19.1,6.5,125588,13219,140605,14444,24.7,(X),(X),(X),(X),(X),997,149,0,3.4,0,3.4,3.3,3.9,0,3.4,6.3,5.3,10.9,7.3,11.5,6.8,28.1,9.8,17.2,7.3,22.7,8.7,127303,23735,151124,18971,(X),(X),28,(X),(X),(X),817,159,0,4.2,0,4.2,0,4.2,0,4.2,3.8,3.5,8,5.4,12,8.5,29.9,10.5,18.7,8.3,27.7,10.2,146012,19279,N,N,(X),(X),(X),(X),(X),(X),593,142,5.1,5.6,1.9,3.1,14.3,10.7,0,5.7,1.5,2.3,10.5,8.9,12,8.3,23.6,12.5,18,11.1,13.2,7.9,123942,43667,122919,23063,(X),(X),(X),(X),19.1,(X)
8600000US07928,ZCTA5 07928,6482,236,1.3,0.7,0.5,0.4,2.3,1.1,2.2,0.9,5.2,1.5,6.4,1.6,7.3,1.5,14.6,2.5,13.1,1.9,47.1,3.1,191607,13828,271752,17462,31.1,(X),(X),(X),(X),(X),4858,168,0.3,0.5,0.1,0.2,0.5,0.4,0.7,0.5,2.4,0.9,3.3,1.4,7,1.8,13.2,3.2,13.4,2.2,59,3.9,243523,23512,325080,22674,(X),(X),31.6,(X),(X),(X),4526,172,0.3,0.6,0.2,0.2,0.5,0.5,0.3,0.3,2.4,1,3,1.4,5.1,1.5,12.2,3.3,13.2,2.3,62.8,4,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),1624,195,4.2,2.1,1.7,1.5,7.9,4,6.7,3.4,13.7,5,15.7,4.8,9.6,3.5,19.1,5.7,12.3,5.1,9.3,3.8,75556,12110,106151,14704,(X),(X),(X),(X),28.9,(X)
8600000US07930,ZCTA5 07930,3027,206,1.5,1.3,2.9,3.4,2.8,1.5,3,1.9,4.5,2.6,6.9,2.8,7.3,3.3,21.6,5,11.4,4.1,38.1,6.3,148466,18182,210736,25336,35.5,(X),(X),(X),(X),(X),2298,179,0.3,0.3,0.1,0.2,0.1,0.2,2.2,1.9,5.5,3.3,5.6,3.3,7.4,3.6,23.4,6.5,12.4,5.1,42.9,7.8,162181,27621,235802,31391,(X),(X),36.9,(X),(X),(X),1985,161,0,1.7,0.2,0.2,0.1,0.2,0,1.7,5.9,3.9,5.7,3.8,5,2.5,24,6.9,14.3,5.7,44.8,8.4,171544,33676,N,N,(X),(X),(X),(X),(X),(X),729,179,4.9,5.2,11.5,13.6,11.4,6.6,7.5,5.7,1.4,1.2,9.7,6.7,10.4,9.6,15.5,9.1,4.5,6.3,23,11.8,86723,28018,127236,38155,(X),(X),(X),(X),31.3,(X)
8600000US07931,ZCTA5 07931,1031,127,3,3.1,0.5,0.5,0.4,0.5,2.2,1.8,2.1,0.9,11.4,6.4,7.8,5.9,16,5.8,15.6,6.4,40.9,7.9,182642,38210,337610,60485,39.6,(X),(X),(X),(X),(X),835,138,1.4,1.4,0,4.1,0.2,0.3,1.7,1.5,1.6,0.9,10.3,7.1,5.4,5.9,14.5,5.7,18,7.1,46.9,8.8,193147,28890,380731,65547,(X),(X),41.2,(X),(X),(X),782,137,0.4,0.5,0,4.4,0,4.4,1.2,1.4,1.2,0.9,10.7,7.6,5.8,6.3,13,5.8,18.9,7.6,48.8,9.3,194569,46159,N,N,(X),(X),(X),(X),(X),(X),196,69,9.7,13.5,2.6,2.7,2,2.6,5.6,6.1,3.6,3.2,17.9,15.3,15.3,14.7,22.4,20,5.6,7.6,15.3,10.6,95875,44715,152491,48979,(X),(X),(X),(X),32.7,(X)
